Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
C3,UNKNOWN,27.054,,GenBac,36,8/22/18,pre storm 01,530,1
C4,UNKNOWN,27.145,,GenBac,36,8/22/18,pre storm 01,530,1
C5,UNKNOWN,30.409,,GenBac,36,8/22/18,pre storm 01,530,10
C6,UNKNOWN,26.189,,GenBac,44,8/29/18,post 04,560,1
C7,UNKNOWN,26.388,,GenBac,44,8/29/18,post 04,560,1
C8,UNKNOWN,28.765,,GenBac,44,8/29/18,post 04,560,10
C9,UNKNOWN,25.519,,GenBac,52,9/15/18,7,355,1
C10,UNKNOWN,25.817,,GenBac,52,9/15/18,7,355,1
C11,UNKNOWN,29,,GenBac,52,9/15/18,7,355,10
D3,UNKNOWN,28.781,,GenBac,37,8/22/18,pre storm 02,470,1
D4,UNKNOWN,28.814,,GenBac,37,8/22/18,pre storm 02,470,1
D5,UNKNOWN,31.461,,GenBac,37,8/22/18,pre storm 02,470,10
D6,UNKNOWN,24.469,,GenBac,45,8/29/18,post 05,530,1
D7,UNKNOWN,24.179,,GenBac,45,8/29/18,post 05,530,1
D8,UNKNOWN,27.601,,GenBac,45,8/29/18,post 05,530,10
D9,UNKNOWN,27.048,,GenBac,53,9/15/18,8,525,1
D10,UNKNOWN,27.145,,GenBac,53,9/15/18,8,525,1
D11,UNKNOWN,30.374,,GenBac,53,9/15/18,8,525,10
E3,UNKNOWN,24.407,,GenBac,38,8/22/18,pre storm 03,475,1
E4,UNKNOWN,24.458,,GenBac,38,8/22/18,pre storm 03,475,1
E5,UNKNOWN,27.551,,GenBac,38,8/22/18,pre storm 03,475,10
E6,UNKNOWN,25.721,,GenBac,46,9/15/18,1,415,1
E7,UNKNOWN,25.715,,GenBac,46,9/15/18,1,415,1
E8,UNKNOWN,29.445,,GenBac,46,9/15/18,1,415,10
E9,UNKNOWN,25.194,,GenBac,54,9/15/18,9,570,1
E10,UNKNOWN,25.26,,GenBac,54,9/15/18,9,570,1
E11,UNKNOWN,28.134,,GenBac,54,9/15/18,9,570,10
F3,UNKNOWN,26.33,,GenBac,39,8/22/18,pre storm 04,360,1
F4,UNKNOWN,26.21,,GenBac,39,8/22/18,pre storm 04,360,1
F5,UNKNOWN,29.426,,GenBac,39,8/22/18,pre storm 04,360,10
F6,UNKNOWN,25.453,,GenBac,47,9/15/18,2,625,1
F7,UNKNOWN,25.848,,GenBac,47,9/15/18,2,625,1
F8,UNKNOWN,28.961,,GenBac,47,9/15/18,2,625,10
F9,UNKNOWN,29.19,,GenBac,55,9/15/18,10,460,1
F10,UNKNOWN,29.269,,GenBac,55,9/15/18,10,460,1
F11,UNKNOWN,32.45,,GenBac,55,9/15/18,10,460,10
G3,UNKNOWN,24.237,,GenBac,40,8/22/18,pre storm 05,533,1
G4,UNKNOWN,24.107,,GenBac,40,8/22/18,pre storm 05,533,1
G5,UNKNOWN,27.773,,GenBac,40,8/22/18,pre storm 05,533,10
G6,UNKNOWN,28.854,,GenBac,48,9/15/18,3,560,1
G7,UNKNOWN,29.098,,GenBac,48,9/15/18,3,560,1
G8,UNKNOWN,32.088,,GenBac,48,9/15/18,3,560,10
G9,UNKNOWN,25.173,,GenBac,56,9/15/18,11,475,1
G10,UNKNOWN,25.251,,GenBac,56,9/15/18,11,475,1
G11,UNKNOWN,28.554,,GenBac,56,9/15/18,11,475,10
H3,UNKNOWN,24.808,,GenBac,41,8/29/18,post 01,560,1
H4,UNKNOWN,24.805,,GenBac,41,8/29/18,post 01,560,1
H5,UNKNOWN,28.22,,GenBac,41,8/29/18,post 01,560,10
H6,UNKNOWN,27.017,,GenBac,49,9/15/18,4,315,1
H7,UNKNOWN,26.973,,GenBac,49,9/15/18,4,315,1
H8,UNKNOWN,30.262,,GenBac,49,9/15/18,4,315,10
H9,UNKNOWN,31.135,,GenBac,57,9/15/18,12,475,1
H10,UNKNOWN,31.207,,GenBac,57,9/15/18,12,475,1
H11,UNKNOWN,33.989,,GenBac,57,9/15/18,12,475,10
