Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
F8,UNKNOWN,30.909,,genbac,92,11/24/18,2,565,10
F9,UNKNOWN,27.827,,genbac,100,11/24/18,10,485,1
F10,UNKNOWN,27.963,,genbac,100,11/24/18,10,485,1
F11,UNKNOWN,31.357,,genbac,100,11/24/18,10,485,10
G3,UNKNOWN,26.7,,genbac,64,10/13/18,7,490,1
G4,UNKNOWN,26.573,,genbac,64,10/13/18,7,490,1
G5,UNKNOWN,30.446,,genbac,64,10/13/18,7,490,10
G6,UNKNOWN,27.25,,genbac,93,11/24/18,3,595,1
G7,UNKNOWN,27.431,,genbac,93,11/24/18,3,595,1
G8,UNKNOWN,31.005,,genbac,93,11/24/18,3,595,10
G9,UNKNOWN,25.743,,genbac,101,11/24/18,11,485,1
G10,UNKNOWN,25.706,,genbac,101,11/24/18,11,485,1
G11,UNKNOWN,29.136,,genbac,101,11/24/18,11,485,10
H3,UNKNOWN,25.656,,genbac,65,10/13/18,8,495,1
H4,UNKNOWN,25.728,,genbac,65,10/13/18,8,495,1
H5,UNKNOWN,29.147,,genbac,65,10/13/18,8,495,10
H6,UNKNOWN,27.76,,genbac,94,11/24/18,4,565,1
H7,UNKNOWN,27.674,,genbac,94,11/24/18,4,565,1
H8,UNKNOWN,31.531,,genbac,94,11/24/18,4,565,10
H9,UNKNOWN,,,genbac,blank3,,,,1
H10,UNKNOWN,40.297,,genbac,blank3,,,,1
H11,UNKNOWN,,,genbac,blank3,,,,1
