Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
E4,UNKNOWN,28.187,,Ecoli,74,10/21/18,Site 3,512,1
E5,UNKNOWN,28.151,,Ecoli,74,10/21/18,Site 3,512,10
E6,UNKNOWN,32.619,,Ecoli,82,10/21/18,Site 9,675,1
E7,UNKNOWN,32.763,,Ecoli,82,10/21/18,Site 9,675,1
E8,UNKNOWN,35.618,,Ecoli,82,10/21/18,Site 9,675,10
E9,UNKNOWN,33.125,,Ecoli,90,10/21/18,Site 13,605,1
E10,UNKNOWN,33.852,,Ecoli,90,10/21/18,Site 13,605,1
E11,UNKNOWN,38.064,,Ecoli,90,10/21/18,Site 13,605,10
F3,UNKNOWN,34.256,,Ecoli,75,10/21/18,Site 3,503,1
F4,UNKNOWN,30.311,,Ecoli,75,10/21/18,Site 3,503,1
F5,UNKNOWN,30.304,,Ecoli,75,10/21/18,Site 3,503,10
F6,UNKNOWN,33.434,,Ecoli,83,10/21/18,Site 9,605,1
F7,UNKNOWN,33.317,,Ecoli,83,10/21/18,Site 9,605,1
F8,UNKNOWN,36.463,,Ecoli,83,10/21/18,Site 9,605,10
F9,UNKNOWN,32.716,,Ecoli,blank2,,,,1
F10,UNKNOWN,32.215,,Ecoli,blank2,,,,1
F11,UNKNOWN,35.236,,Ecoli,blank2,,,,1
G3,UNKNOWN,37.546,,Ecoli,76,10/21/18,Site 5,530,1
G4,UNKNOWN,31.606,,Ecoli,76,10/21/18,Site 5,530,1
G5,UNKNOWN,31.667,,Ecoli,76,10/21/18,Site 5,530,10
G6,UNKNOWN,31.869,,Ecoli,84,10/21/18,Site 9,545,1
G7,UNKNOWN,32.304,,Ecoli,84,10/21/18,Site 9,545,1
G8,UNKNOWN,34.495,,Ecoli,84,10/21/18,Site 9,545,10
G9,UNKNOWN,31.115,,Ecoli,blank4,,,,1
G10,UNKNOWN,31.991,,Ecoli,blank4,,,,1
G11,UNKNOWN,35.221,,Ecoli,blank4,,,,1
H3,UNKNOWN,,,Ecoli,77,10/21/18,Site 5,575,1
H4,UNKNOWN,33.805,,Ecoli,77,10/21/18,Site 5,575,1
H5,UNKNOWN,33.974,,Ecoli,77,10/21/18,Site 5,575,10
H6,UNKNOWN,31.473,,Ecoli,85,10/21/18,Site 11,505,1
H7,UNKNOWN,31.661,,Ecoli,85,10/21/18,Site 11,505,1
H8,UNKNOWN,35.031,,Ecoli,85,10/21/18,Site 11,505,10
