Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
D11,UNKNOWN,32.066,,genbac,89,10/21/18,Site 13,575,10
E3,UNKNOWN,30.968,,genbac,74,10/21/18,Site 3,512,1
E4,UNKNOWN,30.715,,genbac,74,10/21/18,Site 3,512,1
E5,UNKNOWN,34.066,,genbac,74,10/21/18,Site 3,512,10
E6,UNKNOWN,30.794,,genbac,82,10/21/18,Site 9,675,1
E7,UNKNOWN,31.019,,genbac,82,10/21/18,Site 9,675,1
E8,UNKNOWN,34.225,,genbac,82,10/21/18,Site 9,675,10
E9,UNKNOWN,27.975,,genbac,90,10/21/18,Site 13,605,1
E10,UNKNOWN,28.235,,genbac,90,10/21/18,Site 13,605,1
E11,UNKNOWN,31.517,,genbac,90,10/21/18,Site 13,605,10
F3,UNKNOWN,29.61,,genbac,75,10/21/18,Site 3,503,1
F4,UNKNOWN,29.681,,genbac,75,10/21/18,Site 3,503,1
F5,UNKNOWN,32.215,,genbac,75,10/21/18,Site 3,503,10
F6,UNKNOWN,29.162,,genbac,83,10/21/18,Site 9,605,1
F7,UNKNOWN,28.935,,genbac,83,10/21/18,Site 9,605,1
F8,UNKNOWN,32.741,,genbac,83,10/21/18,Site 9,605,10
F9,UNKNOWN,38.96,,genbac,blank2,,,,1
F10,UNKNOWN,,,genbac,blank2,,,,1
F11,UNKNOWN,,,genbac,blank2,,,,1
G3,UNKNOWN,29.944,,genbac,76,10/21/18,Site 5,530,1
G4,UNKNOWN,29.777,,genbac,76,10/21/18,Site 5,530,1
G5,UNKNOWN,32.385,,genbac,76,10/21/18,Site 5,530,10
G6,UNKNOWN,28.096,,genbac,84,10/21/18,Site 9,545,1
G7,UNKNOWN,28.1,,genbac,84,10/21/18,Site 9,545,1
G8,UNKNOWN,31.806,,genbac,84,10/21/18,Site 9,545,10
G9,UNKNOWN,38.676,,genbac,blank4,,,,1
G10,UNKNOWN,38.436,,genbac,blank4,,,,1
G11,UNKNOWN,,,genbac,blank4,,,,1
H3,UNKNOWN,29.279,,genbac,77,10/21/18,Site 5,575,1
H4,UNKNOWN,29.225,,genbac,77,10/21/18,Site 5,575,1
H5,UNKNOWN,32.125,,genbac,77,10/21/18,Site 5,575,10
H6,UNKNOWN,32.122,,genbac,85,10/21/18,Site 11,505,1
H7,UNKNOWN,31.893,,genbac,85,10/21/18,Site 11,505,1
H8,UNKNOWN,35.784,,genbac,85,10/21/18,Site 11,505,10
