Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
F7,UNKNOWN,25.685,,GenBac,23,8/9/18,4,515,1
F8,UNKNOWN,30.2,,GenBac,23,8/9/18,4,515,10
F9,UNKNOWN,28.143,,GenBac,31,8/9/18,12,585,1
F10,UNKNOWN,28.293,,GenBac,31,8/9/18,12,585,1
F11,UNKNOWN,30.952,,GenBac,31,8/9/18,12,585,10
G3,UNKNOWN,28.474,,GenBac,16,8/3/18,7,495,1
G4,UNKNOWN,28.451,,GenBac,16,8/3/18,7,495,1
G5,UNKNOWN,31.165,,GenBac,16,8/3/18,7,495,10
G6,UNKNOWN,24.252,,GenBac,24,8/9/18,5,265,1
G7,UNKNOWN,25.653,,GenBac,24,8/9/18,5,265,1
G8,UNKNOWN,27.429,,GenBac,24,8/9/18,5,265,10
G9,UNKNOWN,24.834,,GenBac,32,8/9/18,13,330,1
G10,UNKNOWN,24.876,,GenBac,32,8/9/18,13,330,1
G11,UNKNOWN,28.728,,GenBac,32,8/9/18,13,330,10
H3,UNKNOWN,27.565,,GenBac,17,8/3/18,8,485,1
H4,UNKNOWN,27.42,,GenBac,17,8/3/18,8,485,1
H5,UNKNOWN,30.662,,GenBac,17,8/3/18,8,485,10
H6,UNKNOWN,30.029,,GenBac,25,8/9/18,6,485,1
H7,UNKNOWN,29.908,,GenBac,25,8/9/18,6,485,1
H8,UNKNOWN,34.216,,GenBac,25,8/9/18,6,485,10
H9,UNKNOWN,32.473,,GenBac,33,8/9/18,14,635,1
H10,UNKNOWN,32.359,,GenBac,33,8/9/18,14,635,1
H11,UNKNOWN,36.242,,GenBac,33,8/9/18,14,635,10
