Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
G3,UNKNOWN,30.433,,genbac,226,3/22/19,S3-B,440,1
G4,UNKNOWN,30.643,,genbac,226,3/22/19,S3-B,440,1
G5,UNKNOWN,33.86,,genbac,226,3/22/19,S3-B,440,10
G6,UNKNOWN,28.59,,genbac,234,3/22/19,S5-S,459,1
G7,UNKNOWN,28.48,,genbac,234,3/22/19,S5-S,459,1
G8,UNKNOWN,31.713,,genbac,234,3/22/19,S5-S,459,10
G9,UNKNOWN,27.975,,genbac,242,3/22/19,S8-M,400,1
G10,UNKNOWN,27.832,,genbac,242,3/22/19,S8-M,400,1
G11,UNKNOWN,30.092,,genbac,242,3/22/19,S8-M,400,10
H3,UNKNOWN,32.157,,genbac,227,3/22/19,S3-M,430,1
H4,UNKNOWN,31.754,,genbac,227,3/22/19,S3-M,430,1
H5,UNKNOWN,35.378,,genbac,227,3/22/19,S3-M,430,10
H6,UNKNOWN,29.631,,genbac,235,3/22/19,S6-B,430,1
H7,UNKNOWN,29.991,,genbac,235,3/22/19,S6-B,430,1
H8,UNKNOWN,31.975,,genbac,235,3/22/19,S6-B,430,10
H9,UNKNOWN,29.724,,genbac,243,3/22/19,S8-S,435,1
H10,UNKNOWN,28.343,,genbac,243,3/22/19,S8-S,435,1
H11,UNKNOWN,31.101,,genbac,243,3/22/19,S8-S,435,10
