Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
B11,UNKNOWN,31.459,,genbac,119,11/29/18,Site 5,375,10
C3,UNKNOWN,30.076,,genbac,104,11/29/18,Site 17,390,1
C4,UNKNOWN,30.31,,genbac,104,11/29/18,Site 17,390,1
C5,UNKNOWN,33.657,,genbac,104,11/29/18,Site 17,390,10
C6,UNKNOWN,29.764,,genbac,112,11/29/18,Site 9,395,1
C7,UNKNOWN,29.661,,genbac,112,11/29/18,Site 9,395,1
C8,UNKNOWN,33.373,,genbac,112,11/29/18,Site 9,395,10
C9,UNKNOWN,27.991,,genbac,120,11/29/18,Site 3,405,1
C10,UNKNOWN,28.258,,genbac,120,11/29/18,Site 3,405,1
C11,UNKNOWN,30.796,,genbac,120,11/29/18,Site 3,405,10
D3,UNKNOWN,32.39,,genbac,105,11/29/18,Site 13,445,1
D4,UNKNOWN,32.586,,genbac,105,11/29/18,Site 13,445,1
D5,UNKNOWN,37.874,,genbac,105,11/29/18,Site 13,445,10
D6,UNKNOWN,27.519,,genbac,113,11/29/18,Site 9,385,1
D7,UNKNOWN,27.538,,genbac,113,11/29/18,Site 9,385,1
D8,UNKNOWN,30.942,,genbac,113,11/29/18,Site 9,385,10
D9,UNKNOWN,30.023,,genbac,121,11/29/18,Site 3,405,1
D10,UNKNOWN,29.758,,genbac,121,11/29/18,Site 3,405,1
D11,UNKNOWN,32.381,,genbac,121,11/29/18,Site 3,405,10
E3,UNKNOWN,30.5,,genbac,106,11/29/18,Site 13,385,1
E4,UNKNOWN,30.528,,genbac,106,11/29/18,Site 13,385,1
E5,UNKNOWN,33.973,,genbac,106,11/29/18,Site 13,385,10
E6,UNKNOWN,29.71,,genbac,114,11/29/18,Site 7,535,1
E7,UNKNOWN,29.881,,genbac,114,11/29/18,Site 7,535,1
E8,UNKNOWN,32.487,,genbac,114,11/29/18,Site 7,535,10
E9,UNKNOWN,29.709,,genbac,122,11/29/18,Site 3,370,1
E10,UNKNOWN,29.458,,genbac,122,11/29/18,Site 3,370,1
E11,UNKNOWN,32.131,,genbac,122,11/29/18,Site 3,370,10
F3,UNKNOWN,29.905,,genbac,107,11/29/18,Site 13,380,1
F4,UNKNOWN,29.777,,genbac,107,11/29/18,Site 13,380,1
F5,UNKNOWN,33.028,,genbac,107,11/29/18,Site 13,380,10
F6,UNKNOWN,28.678,,genbac,115,11/29/18,Site 7,465,1
F7,UNKNOWN,28.882,,genbac,115,11/29/18,Site 7,465,1
F8,UNKNOWN,31.802,,genbac,115,11/29/18,Site 7,465,10
F9,UNKNOWN,27.818,,genbac,123,11/29/18,Site 1,395,1
F10,UNKNOWN,27.86,,genbac,123,11/29/18,Site 1,395,1
F11,UNKNOWN,30.038,,genbac,123,11/29/18,Site 1,395,10
G3,UNKNOWN,31.913,,genbac,108,11/29/18,Site 11,405,1
G4,UNKNOWN,31.996,,genbac,108,11/29/18,Site 11,405,1
G5,UNKNOWN,34.887,,genbac,108,11/29/18,Site 11,405,10
G6,UNKNOWN,27.997,,genbac,116,11/29/18,Site 7,430,1
G7,UNKNOWN,28.105,,genbac,116,11/29/18,Site 7,430,1
G8,UNKNOWN,31.022,,genbac,116,11/29/18,Site 7,430,10
G9,UNKNOWN,29.354,,genbac,124,11/29/18,Site 1,390,1
G10,UNKNOWN,29.532,,genbac,124,11/29/18,Site 1,390,1
G11,UNKNOWN,32.075,,genbac,124,11/29/18,Site 1,390,10
H3,UNKNOWN,30.05,,genbac,109,11/29/18,Site 11,415,1
H4,UNKNOWN,29.859,,genbac,109,11/29/18,Site 11,415,1
H5,UNKNOWN,33.01,,genbac,109,11/29/18,Site 11,415,10
H6,UNKNOWN,29.747,,genbac,117,11/29/18,Site 5,450,1
H7,UNKNOWN,30.031,,genbac,117,11/29/18,Site 5,450,1
H8,UNKNOWN,32.479,,genbac,117,11/29/18,Site 5,450,10
H9,UNKNOWN,27.978,,genbac,125,11/29/18,Site 1,380,1
H10,UNKNOWN,28.045,,genbac,125,11/29/18,Site 1,380,1
H11,UNKNOWN,31.569,,genbac,125,11/29/18,Site 1,380,10
