Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
F9,UNKNOWN,28.303,,genbac,195,2/18/19,S8-B,335,1
F10,UNKNOWN,28.702,,genbac,195,2/18/19,S8-B,335,1
F11,UNKNOWN,31.73,,genbac,195,2/18/19,S8-B,335,10
G3,UNKNOWN,32.253,,genbac,180,2/18/19,S3-B,335,1
G4,UNKNOWN,31.974,,genbac,180,2/18/19,S3-B,335,1
G5,UNKNOWN,35.226,,genbac,180,2/18/19,S3-B,335,10
G6,UNKNOWN,27.097,,genbac,188,2/18/19,S5-S,370,1
G7,UNKNOWN,27.163,,genbac,188,2/18/19,S5-S,370,1
G8,UNKNOWN,30.374,,genbac,188,2/18/19,S5-S,370,10
G9,UNKNOWN,28.662,,genbac,196,2/18/19,S8-M,320,1
G10,UNKNOWN,28.661,,genbac,196,2/18/19,S8-M,320,1
G11,UNKNOWN,31.985,,genbac,196,2/18/19,S8-M,320,10
H3,UNKNOWN,29.533,,genbac,181,2/18/19,S3-M,335,1
H4,UNKNOWN,29.538,,genbac,181,2/18/19,S3-M,335,1
H5,UNKNOWN,32.839,,genbac,181,2/18/19,S3-M,335,10
H6,UNKNOWN,27.836,,genbac,189,2/18/19,S6-B,380,1
H7,UNKNOWN,27.8,,genbac,189,2/18/19,S6-B,380,1
H8,UNKNOWN,30.897,,genbac,189,2/18/19,S6-B,380,10
H9,UNKNOWN,28.915,,genbac,197,2/18/19,S8-S,310,1
H10,UNKNOWN,28.99,,genbac,197,2/18/19,S8-S,310,1
H11,UNKNOWN,31.748,,genbac,197,2/18/19,S8-S,310,10
